"SamAccountName","Enabled"
"wiseitusn161","False"
"wiseitusn495","False"
"wiseitusn195","False"
"wiseitusn229","False"
"wiseitusn260","False"
"wiseitusn280","False"
"wiseitusn482","False"
"wiseitusn134","False"
"wiseitusn290","False"
"wiseitusn080","False"
"wiseitusn490","False"
"USN_rf_Captac_outros","False"
"wiseitusn465","False"
"wiseitusn328","False"
"wiseitusn489","False"
"wiseitusn247","False"
"wiseitusn248","False"
"wiseitusn037","False"
"wiseitusn151","False"
"wiseitusn196","False"
"wiseitusn046","False"
"wiseitusn370","False"
"wiseitusn451","False"
"wiseitusn375","False"
"wiseitusn202","False"
"wiseitusn184","False"
"wiseitusn092","False"
"USN_0800Net_tf_af","False"
"USN_0800Net_Alt_PFer","False"
"wiseitusn107","False"
"wiseitusn089","False"
"wiseitusn398","False"
"wiseitusn268","False"
"wiseitusn332","False"
"wiseitusn071","False"
"USN_0800Net_Comp_Med","False"
"wiseitusn300","False"
"wiseitusn356","False"
"wiseitusn367","False"
"wiseitusn068","False"
"wiseitusn244","False"
"wiseitusn027","False"
"wiseitusn209","False"
"wiseitusn120","False"
"wiseitusn469","False"
"wiseitusn438","False"
"wiseitusn096","False"
"wiseitusn070","False"
"wiseitusn435","False"
"wiseitusn387","False"
"wiseitusn498","False"
"wiseitusn377","False"
"wiseitusn450","False"
"poc_wiseit","False"
"wiseitusn045","False"
"wiseitusn106","False"
"wiseitusn155","False"
"wiseitusn423","False"
"wiseitusn464","False"
"wiseitusn026","False"
"wiseitusn203","False"
"wiseitusn400","False"
"wiseitusn487","False"
"wiseitusn416","False"
"wiseitusn028","False"
"wiseitusn393","False"
"wiseitusn085","False"
"wiseitusn204","False"
"wiseitusn360","False"
"wiseitusn139","False"
"wiseitusn149","False"
"wiseitusn017","False"
"wiseitusn249","False"
"wiseitusn294","False"
"wiseitusn297","False"
"wiseitusn291","False"
"wiseitusn373","False"
"wiseitusn265","False"
"wiseitusn341","False"
"wiseitusn283","False"
"wiseitusn095","False"
"wiseitusn065","False"
"wiseitusn500","False"
"USN_0800Net_Prog_Fer","False"
"USN_0800Net_Esp_Disc","False"
"TesteSupCan06","False"
"wiseitusn040","False"
"wiseitusn144","False"
"wiseitusn072","False"
"wiseitusn109","False"
"USN_0800Net_bx_af","False"
"wiseitusn307","False"
"wiseitusn434","False"
"wiseitusn035","False"
"wiseitusn335","False"
"wiseitusn372","False"
"wiseitusn397","False"
"wiseitusn032","False"
"wiseitusn349","False"
"wiseitusn094","False"
"wiseitusn079","False"
"wiseitusn180","False"
"wiseitusn011","False"
"USN_0800Net_Atu_Clie","False"
"wiseitusn057","False"
"wiseitusn237","False"
"wiseitusn009","False"
"wiseitusn226","False"
"wiseitusn054","False"
"wiseitusn140","False"
"wiseitusn010","False"
"wiseitusn391","False"
"wiseitusn122","False"
"wiseitusn110","False"
"wiseitusn440","False"
"wiseitusn049","False"
"wiseitusn098","False"
"wiseitusn158","False"
"wiseitusn415","False"
"wiseitusn458","False"
"wiseitusn173","False"
"wiseitusn399","False"
"wiseitusn041","False"
"wiseitusn073","False"
"wiseitusn445","False"
"wiseitusn494","False"
"treinamentoedesenvol","True"
"wiseitusn008","False"
"wiseitusn274","False"
"wiseitusn084","False"
"wiseitusn296","False"
"wiseitusn210","False"
"TesteSupGas08","False"
"wiseitusn243","False"
"wiseitusn271","False"
"wiseitusn405","False"
"wiseitusn350","False"
"wiseitusn198","False"
"wiseitusn267","False"
"wiseitusn099","False"
"wiseitusn127","False"
"wiseitusn410","False"
"wiseitusn407","False"
"wiseitusn334","False"
"wiseitusn444","False"
"teste_prime_coord","False"
"wiseitusn459","False"
"wiseitusn433","False"
"wiseitusn454","False"
"wiseitusn163","False"
"wiseitusn340","False"
"wiseitusn355","False"
"TesteSupCan22","False"
"wiseitusn055","False"
"wiseitusn497","False"
"wiseitusn448","False"
"wiseitusn105","False"
"wiseitusn004","False"
"wiseitusn353","False"
"teste_prime_cons","False"
"wiseitusn273","False"
"wiseitusn276","False"
"wiseitusn141","False"
"wiseitusn103","False"
"wiseitusn468","False"
"wiseitusn197","False"
"TesteSupGas12","False"
"wiseitusn150","False"
"wiseitusn396","False"
"wiseitusn219","False"
"wiseitusn421","False"
"wiseitusn466","False"
"wiseitusn347","False"
"wiseitusn463","False"
"wiseitusn368","False"
"wiseitusn388","False"
"wiseitusn194","False"
"wiseitusn024","False"
"teste_prime_dir_reg","False"
"wiseitusn222","False"
"wiseitusn002","False"
"wiseitusn175","False"
"teste_prime_adm","False"
"wiseitusn177","False"
"wiseitusn319","False"
"wiseitusn383","False"
"wiseitusn142","False"
"wiseitusn374","False"
"wiseitusn436","False"
"wiseitusn493","False"
"wiseitusn147","False"
"TesteSupCan14","False"
"wiseitusn284","False"
"wiseitusn322","False"
"wiseitusn320","False"
"TesteSupCan07","False"
"teste_prime_dir","False"
"wiseitusn369","False"
"wiseitusn075","False"
"wiseitusn492","False"
"wiseitusn426","False"
"wiseitusn097","False"
"wiseitusn042","False"
"div_fp","False"
"TesteSupGas11","False"
"wiseitusn478","False"
"wiseitusn412","False"
"wiseitusn337","False"
"teste_ems","False"
"wiseitusn031","False"
"wiseitusn138","False"
"wiseitusn278","False"
"wiseitusn336","False"
"wiseitusn496","False"
"wiseitusn170","False"
"wiseitusn187","False"
"teste_dts","False"
"wiseitusn162","False"
"wiseitusn136","False"
"wiseitusn342","False"
"wiseitusn475","False"
"wiseitusn346","False"
"wiseitusn148","False"
"wiseitusn289","False"
"wiseitusn212","False"
"wiseitusn439","False"
"wiseitusn473","False"
"wiseitusn130","False"
"wiseitusn366","False"
"wiseitusn074","False"
"wiseitusn479","False"
"wiseitusn235","False"
"wiseitusn117","False"
"wiseitusn132","False"
"wiseitusn061","False"
"wiseitusn164","False"
"wiseitusn295","False"
"wiseit-mandadcad_hml","False"
"wiseitusn428","False"
"wiseitusn348","False"
"wiseitusn263","False"
"wiseitusn313","False"
"wiseit-contponto_hml","False"
"wiseitusn257","False"
"wiseitusn254","False"
"wiseitusn293","False"
"wiseitusn152","False"
"wiseitusn115","False"
"wiseitusn316","False"
"wiseitusn325","False"
"USN_0800Net_Manut_Ca","False"
"wiseitusn358","False"
"wiseitusn189","False"
"wiseitusn298","False"
"wiseitusn111","False"
"wiseitusn067","False"
"wiseitusn190","False"
"wiseitusn499","False"
"wiseitusn030","False"
"wiseitusn331","False"
"wiseitusn165","False"
"wiseitusn472","False"
"wiseitusn021","False"
"wiseitusn365","False"
"wiseitusn076","False"
"wiseitusn371","False"
"wiseitusn020","False"
"USN_0800Net_Conf_GV","False"
"wiseitusn199","False"
"wiseitusn228","False"
"wiseitusn012","False"
"wiseitusn217","False"
"wiseitusn392","False"
"wiseitusn258","False"
"28759D64-BE69-4C43-9","True"
"teste0800","False"
"wiseitusn422","False"
"treinamentorh","False"
"TesteSupGas10","False"
"wiseitusn050","False"
"wiseitusn238","False"
"wiseitusn052","False"
"wiseitusn022","False"
"wiseitusn431","False"
"TesteSupGas04","False"
"_projeto-wiseit","False"
"wiseitusn326","False"
"wiseitusn443","False"
"wiseitusn083","False"
"wiseitusn102","False"
"wiseitusn171","False"
"wiseitusn456","False"
"wiseitusn036","False"
"wiseitusn240","False"
"wiseitusn063","False"
"wiseitusn087","False"
"wiseitusn241","False"
"wiseitusn481","False"
"wiseitusn015","False"
"wiseitusn191","False"
"wiseitusn119","False"
"wiseitusn056","False"
"wiseitusn491","False"
"wiseitusn218","False"
"TesteSupGas13","False"
"wiseitusn323","False"
"wiseitusn101","False"
"_wiseit_hml-sol_serv","False"
"wiseitusn417","False"
"wiseitusn216","False"
"USN_0800Net_outros","False"
"wiseitusn126","False"
"wiseitusn382","False"
"TesteSupCan23","False"
"wiseitusn279","False"
"wiseitusn304","False"
"TesteSupGas09","False"
"wiseitusn333","False"
"wiseitusn461","False"
"treinamentosapiens","False"
"wiseitusn401","False"
"wiseitusn048","False"
"wiseitusn378","False"
"adbsilva","False"
"wiseitusn327","False"
"wiseitusn239","False"
"USN_0800Net_Div_hx","False"
"testesupcan24","False"
"wiseitusn449","False"
"wiseitusn058","False"
"wiseitusn308","False"
"wiseitusn310","False"
"SGB_ADMIN$","True"
"T-SYS_ADMIN$","False"
"_horcagent","True"
"_tamesso","True"
"jooliveira1","False"
"mepaminondas","False"
"JFerreira1","False"
"rslima","False"
"smsantos","True"
"jaraujo","False"
"mbbruno","False"
"jtramarin","False"
"mgrodrigues","False"
"dmaia","False"
"rprsantos","False"
"sramos","False"
"pcsantos","False"
"adsribeiro","False"
"nrenhe","False"
"jozsilva","False"
"lwmartins","False"
"jsouza","False"
"jlcarvalho","False"
"efleite","False"
"rdsilva","False"
"jcamara","False"
"vtotola","False"
"jquerne","False"
"ebgomes","True"
"lcamara","False"
"jafsilva","False"
"dvargas","False"
"fefoliveira","False"
"jvalentim","False"
"rmsilva","False"
"wiseitusn236","False"
"aplima","False"
"rffernandes","False"
"jbarbosa","False"
"mvsouza","False"
"mosantos","False"
"jlsilva","False"
"ecorrea","False"
"jpacheco","False"
"lupsilva","False"
"aricha","False"
"cpsantos","False"
"exavier","False"
"fasilva","False"
"IPereira","False"
"bgomes","False"
"grcosta","False"
"con-rcandida","False"
"fmoro","False"
"ANTSilva","False"
"tblima","False"
"bmarinho","False"
"lnmoura","False"
"fguimaraes","False"
"E-pedagio","True"
"fmpereira","False"
"dmcarvalho","False"
"CAPSantos","True"
"wmesabarba","True"
"JMoreira","True"
"ctravassos","True"
"spedrosa","True"
"JAndrade","True"
"rtoste","True"
"atleite","True"
"acortes","True"
"jamlima","False"
"RcC_RJ","True"
"amlima","True"
"iaugusto","True"
"_supermonitor","True"
"RNSantos","True"
"eacarneiro","True"
"ACSantos","True"
"wrsouza","True"
"jansilva","True"
"nlmattos","True"
"pdsilva","False"
"rtrodrigues","True"
"_Backuprcx","True"
"rbahiense","True"
"Cesilva","True"
"dgsilva","True"
"caraujo","True"
"wpezarino","True"
"madguimaraes","True"
"eosantos","True"
"jmaciel","True"
"ombudsman_rj","True"
"ecodryer","True"
"tbnascimento","True"
"ALeitao","False"
"FSilva","True"
"Acardoso","True"
"MJunior","True"
"rximenes","True"
"talmeida","True"
"AGalvao","True"
"LLSilva","True"
"ELSouza","True"
"dvalenca","True"
"aasantos","True"
"cbribeiro","True"
"RERibeiro","True"
"E_pedagio","True"
"malo","True"
"FSantos","True"
"ssimas","True"
"NFsilva","False"
"DNeves","True"
"lecosta","True"
"jgaviao","True"
"JOOliveira","True"
"ecerri","True"
"FPOliveira","True"
"apsantos","True"
"ascarvalho","True"
"JSamuel","True"
"asenne","True"
"fgomes","True"
"lscastilho","True"
"acavalcante","True"
"scbarros","True"
"fbdias","True"
"roantunes","True"
"maribeiro","True"
"jsdias","True"
"VMedeiros","True"
"frcosta","True"
"projetoiso9001","True"
"suporte-mtz","True"
"frota.caxias","True"
"AAssis","True"
"cjesus","True"
"PJesus","True"
"lfarias","True"
"renfsilva","True"
"gilpsilva","True"
"kblima","True"
"cchagas","True"
"edmsantos","True"
"appereira","True"
"edpsilva","True"
"vvirginio","True"
"mfarias","True"
"mtridapalli","True"
"croliveira","True"
"relima","True"
"dpmelo","True"
"plmello","False"
"gussantos","True"
"avnunes","False"
"fpaiva","True"
"dogsilva","True"
"TJunior","True"
"lfssilva","True"
"coliveira","True"
"vrsilva","False"
"lfeitosa","True"
"lessantos","True"
"chacosta","True"
"vfreitas","True"
"cdbsouza","True"
"jmandaro","True"
"marisouza","True"
"dlima","True"
"rmarques","True"
"Kmoncao","True"
"jccastro","True"
"jgaraujo","True"
"lcarlos","True"
"fsiqueira","True"
"daguiar","True"
"salesforcebrasil","True"
"casantos","True"
"lmaralin","True"
"accastro","True"
"mfernandes","True"
"rsouza","True"
"Cedoc_RCX","True"
"DOSilva","True"
"rpeixoto","True"
"clsantos","True"
"jeoliveira","True"
"amacintyre","True"
"vfernandes","True"
"tksilva","True"
"acantunes","True"
"acrosa","True"
"CentraldeservicosRCX","True"
"esodre","True"
"CDamasceno","True"
"rmeirelles","True"
"doreis","True"
"rhamon.silva","True"
"hssantos","True"
"lsimoes","True"
"dmarques","True"
"agasparele","True"
"asasantos","True"
"lussantos","True"
"rosouza","True"
"gfsoares","True"
"Gfrade","True"
"abmoreira","False"
"rsferreira","True"
"jnascimento","True"
"rrsilva","True"
"con-lcsouza","True"
"gilmsilva","True"
"thsilva","True"
"vtellis","True"
"arsilva","True"
"trocha","True"
"vasouza","True"
"jonascimento","True"
"bmarchezini","True"
"msiqueira","True"
"rhmoreira","True"
"raguiar","True"
"emendonca","True"
"wwaiandt","True"
"bruno.machado","True"
"rosiane.moreira","True"
"lenascimento","True"
"acamara","True"
"jspereira","True"
"mvjesus","True"
"fjesus","True"
"cabsilva","True"
"mfirmino","True"
"jaissantos","True"
"soliveira","False"
"cmeireles","True"
"clssilva","True"
"raraujo","True"
"mborges","True"
"asaraujo","True"
"aamaral","True"
"lcamelo","True"
"leandro.siqueira","True"
"rogomes","True"
"bwoliveira","True"
"SUP-RCX","True"
"maapinto","True"
"mluiz","False"
"bmachado","False"
"mpena","False"
"vlima","True"
"jfranco","True"
"usoares","True"
"lalves","True"
"zsantos","True"
"vcarneiro","True"
"caoliveira","True"
"JMonteiro","False"
"vaguiar","True"
"jocsilva","True"
"lasantos","True"
"avcortes","True"
"rfsilva","True"
"rosilva","True"
"vmoreira","False"
"ilima","False"
"emmendonca","True"
"vreis","False"
"mvieira","True"
"jmendonca","True"
"mpsouza","True"
"sasantos","True"
"fpfrancellino","True"
"cssouza","True"
"cfarias","True"
"rlsarmento","True"
"resribeiro","False"
"lgsilva","True"
"ezamboni","True"
"dmenezes","True"
"nbandeira","False"
"npessanha","True"
"inpsantos","True"
"mausilva","False"
"emsilva","True"
"lcruz","True"
"esantos","False"
"lamaral","False"
"cblima","True"
"moliveira","True"
"jofsilva","True"
"rmarcal","True"
"abasilio","False"
"isrsantos","True"
"rsarmento","True"
"JFerreira","True"
"Jfigueiredo","True"
"lfranca","True"
"lslima","True"
"elemes","True"
"dosouza","True"
"crbezerra","False"
"drangel","True"
"cbusson","True"
"rhora","True"
"lboliveira","False"
"rmalves","True"
"hraphael","True"
"asobral","True"
"wisilva","True"
"con-bmoliveira","True"
"rvidal","True"
"lsbarbosa","False"
"sesilva","True"
"alesalves","True"
"mnascimento","True"
"con-lmsilva","True"
"wmmarques","True"
"dcbarbosa","True"
"mbzucolotto","True"
"tmoncao","True"
"aosouza","True"
"olsilva","True"
"anfsouza","True"
"ecalderaro","True"
"dcosta","True"
"afavoreto","True"
"gacosta","True"
"edisilva","True"
"frota.serra","True"
"jsgsilva","True"
"fgeraldo","True"
"lpezin","True"
"rmiranda","True"
"erodrigues","True"
"lelsilva","False"
"hrocha","True"
"japolinario","True"
"eventorim","True"
"leasilva","True"
"gvsantos","True"
"vsilva","True"
"vsantana","True"
"rfjunior","True"
"jboliveira","True"
"lbspereira","True"
"lbadiani","True"
"geduardo","True"
"lscsilva","True"
"arangel","True"
"asribeiro","True"
"alapereira","True"
"xmaciel","True"
"feoliveira","False"
"jtrarbach","True"
"ralves","True"
"msreis","True"
"jbraga","True"
"trosario","True"
"FFSilva","True"
"camorim","True"
"carsantos","True"
"acnascimento","True"
"tfraga","True"
"dpansini","True"
"brvitoria","True"
"lussilva","True"
"rcasotti","True"
"jaeffegem","False"
"parcanjo","False"
"lfsilva","True"
"aguimaraes","True"
"rbelonia","True"
"psaturnino","True"
"MRezende","True"
"mpaoliveira","True"
"ngalmeida","True"
"rcandal","True"
"teufrasio","False"
"distribuicao-rsr","True"
"lanascimento","True"
"dalmeida","True"
"con-tmsilva","True"
"conferencia-rsr","True"
"Vbarcelos","True"
"yaugusto","True"
"oboliveira","True"
"jamorim","True"
"jgrosso","True"
"lviveiros","True"
"llandy","True"
"cpereira","True"
"gcorrea","False"
"dacoliveira","True"
"aranjos","True"
"edyoliveira","True"
"mferreira","True"
"cbiaso","True"
"emachado","True"
"con-evaltolini","True"
"_SEC_LDAP","True"
"_netbackup","True"
"svc_ansible","True"
"_sitescope","True"
"_synproshv","True"
"_qualys-scanner","True"
"con-alivi","True"
"con-ricosta","True"
"con-azipt","True"
"con-fwehmeister","True"
"lfernandes","True"
"con-josilva","True"
"con-vagolive","True"
"con-grsouza","False"
"con-gstranieri","True"
"con-masilva","False"
"con-rbraatz","True"
"con-rkissu","True"
"con-felima","True"
"con-rborges","True"
"con-rogoncalves","False"
"con-musantos","True"
"con-oaraujo","True"
"con-afrodrigues","False"
"con-erebello","False"
"con-hijain","True"
"con-amelo","True"
"con-masouza","True"
"con-cringe","True"
"con-shladdha","True"
"con-MPREDDY","True"
"con-skulka19","True"
"con-PRCHAVAN","True"
"con-akung","False"
"con-jcampos1","True"
"con-MADPATIL","True"
"con-apaula","True"
"con-SCHANDAN","True"
"con-nindeshm","True"
"con-PDUBE","True"
"con-kurajput","True"
"con-NAGCHAND","True"
"con-lnardin","True"
"con-ponagar","True"
"con-RRATHI","True"
"con-SARDHALA","True"
"con-amulmula","True"
"con-afilho2","True"
"con-KMVERMA","True"
"con-antfreit","True"
"con-danramos","True"
"con-ggobbo","True"
"con-wirodrigues","True"
"con-anumishr","True"
"con-gusantia","True"
"con-pshranga","True"
"con-jofiguei","True"
"con-cahire","True"
"con-jsingh10","True"
"con-rsouza4","True"
"con-MEVYAS","True"
"con-wmendonca","True"
"con-vaquino","True"
"con-snshinde","True"
"con-BANKRISH","True"
"con-dsanto21","True"
"con-chegshet","True"
"con-PSHAH3","True"
"con-gshinde","True"
"con-cjacob3","True"
"con-gramos","True"
"con-skhosla","True"
"con-udombale","True"
"con-akyal","True"
"con-jsasso","True"
"con-araichur","True"
"con-gsilva26","True"
"con-pbhadole","True"
"con-pbangde","True"
"con-nchincho","True"
"con-fbergstrom","True"
"con-aksmore","True"
"con-fsouza3","True"
"con-mcornazz","True"
"con-dsilva15","False"
"con-vjesus","True"
"CON-HBORA","True"
"con-ntavares","True"
"con-asanto22","True"
"con-aanunciacao","True"
"con-eduperei","True"
"con-jjunio14","True"
"con-bmulhmann","False"
"con-dygomes","True"
"con-BSANTOS7","True"
"con-yinacio","True"
"con-anbarge","True"
"con-kklitzke","True"
"con-aentringer","False"
"con-csanto10","True"
"con-jboriollo","True"
"con-dgardian","True"
"con-rpenteado","True"
"con-clira","True"
"con-msomer","False"
"con-vdias","True"
"lesoliveira","True"
"con-lcaputo","True"
"WSiqueira","True"
"teste.oab","True"
"con-volivei6","True"
"con-mcornazzani","False"
"con-dsilva40","True"
"con-lflohr","False"
"con-rayneves","True"
"con-gkrueger","False"
"con-golivei3","True"
"con-glinhares","False"
"con-matsilva","False"
"con-abattisti","False"
"con-earruda","False"
"con-mayoliveira","False"
"con-dasilva","True"
"con-cjonas","True"
"con-gbusinhani","True"
"con-mferreira","True"
"con-vtromel","True"
"con-jpedro","True"
"con-esilva35","True"
"con-DENSANTO","True"
"con-vandrade","True"
"con-efagundes","False"
"con-lrizzo","True"
"con-areis","False"
"con-trodrigues","True"
"con-acmoura","True"
"CON-SMENON","True"
"CON-DIJHA","True"
"CON-SUTTEKAR","True"
"CON-SGURUBA","True"
"CON-AKAWADE","True"
"con-cescolastico","False"
"CON-MDHAQUE","True"
"con-hdantas","True"
"CON-NJEVOOR","True"
"CON-ANJTRIPA","True"
"CON-PBHURKE","True"
"CON-AGOSWAMI","True"
"CON-ABHASIN","True"
"CON-BMOHAPAT","True"
"CON-HSAMINAT","True"
"con-dbezerra","True"
"con-dpulido","True"
"CON-HAMAHULA","True"
"con-esilva","True"
"omilkievicz","True"
"con-fzanuto","True"
"con-ggrandelli","True"
"con-isecolo","True"
"con-maoki","True"
"con-wmuniz","True"
"con-lsantos8","True"
"con-edlima","True"
"con-jesilva","True"
"con-aloliveira","True"
"con-lgoetten","True"
"con-rbock","True"
"con-jrsouza","True"
"gfsilva","True"
"vlferreira","True"
"jcurcino","True"
"lbsilva","True"
"rfaria","True"
"velopes","True"
"risantos","True"
"alssouza","True"
"vfelix","True"
"mersilva","True"
"lobarbosa","True"
"tasilva","True"
"raborges","False"
"wpsilva","True"
"alsalves","True"
"jpasilva","True"
"mtrolesi","True"
"scunha","False"
"fabarbosa","True"
"ldaraujo","True"
"wamoury","False"
"acadete","True"
"dcarvalho","True"
"ijsilva","True"
"dvenancio","True"
"asjsilva","True"
"fbarreira","True"
"wbarroso","True"
"wcardoso","True"
"frota.uberlandia","True"
"adneto","True"
"con-fiamnhuqui","True"
"calmeida","False"
"joandrade","False"
"fmmiranda","False"
"srezende","False"
"rlsousa","False"
"mayasilva","False"
"mgsouza","False"
"OJardim","False"
"lserrano","False"
"prcosta","False"
"frbatista","False"
"apmsousa","False"
"con-lteixeira","False"
"jobasilva","False"
"vlcruz","False"
"CMoreira1","False"
"jamsouza","False"
"jacbarbosa","False"
"dsousa","False"
"con-kvictor","False"
"brsilva","False"
"mcarciano","False"
"cbemme","False"
"con-marvieir","True"
"aben","False"
"fcdias","False"
"jisidoro","False"
"jlima","True"
"douglas.santos","True"
"aagostinis","True"
"gboliveira","True"
"ACampos","True"
"acsouza","True"
"mmedeiros","True"
"svasconcellos","True"
"ACozzolino","False"
"jgoes","False"
"JoiSouza","True"
"scrodrigues","True"
"vcruz","True"
"frota.cpogde","True"
"jiabreu","True"
"lmarcelino","True"
"mbranco","True"
"con-lalopes","False"
"vgaraujo","True"
"fmoliveira","False"
"dcrodrigues","True"
"bianca.antunes","True"
"con-mrsilva","True"
"bbrilhante","True"
"con-renascimento","True"
"fodias","True"
"noliveira","True"
"Mjacobs","True"
"azennaro","True"
"gchsouza","True"
"syehia","False"
"csbicalho","True"
"leosouza","True"
"kgsouza","True"
"mreis","True"
"dbaraujo","True"
"pdasilva","True"
"kmartins","True"
"cbnascimento","True"
"fasantos","True"
"gslima","True"
"cfantoni","True"
"galcantara","True"
"mesilva","True"
"bvitorino","True"
"lteixeira","True"
"jmacelino","True"
"famorim","True"
"appinto","True"
"con-jbcaetano","True"
"ludmila.lopes","True"
"scouto","True"
"lresende","True"
"con-mrcosta","False"
"gncosta","True"
"asfreitas","True"
"csales","True"
"hvieira","True"
"lprado","True"
"lmorato","True"
"cleao","True"
"amendes","True"
"clmoura","True"
"drcsilva","True"
"cacarvalho","True"
"PHOliveira","True"
"rensilva","True"
"CRufino","True"
"wiseitusn213","False"
"ecsantos","True"
"gjcosta","False"
"dmelo","False"
"radsilva","True"
"jjborges","True"
"lrmeireles","True"
"basantos","True"
"jpoliveira","True"
"cpaiva","False"
"javila","True"
"wsilva","True"
"klferreira","True"
"madias","True"
"dkmartins","True"
"jvaz","True"
"claudsilva","True"
"brpsilva","True"
"mfpereira","True"
"gjcsilva","True"
"dlino","True"
"citrix_sap","True"
"mbranquinho","True"
"con-lmitter","True"
"tirocha","True"
"jsdantas","True"
"pmoura","True"
"gafernandes","True"
"rpsantos","True"
"adfonseca","True"
"wlrodrigues","True"
"mgheno","True"
"rssoares","True"
"pcamargos","False"
"abarboza","True"
"ljsilva","False"
"rbugalho","False"
"mjcarvalho","True"
"absouza","False"
"fmonteiro","True"
"hmorais","True"
"frodrigues","True"
"djsilva","False"
"jvelasco","True"
"jrcarvalho","True"
"rarruda","True"
"ssfigueiredo","True"
"molimpio","True"
"lpinho","True"
"sescobar","False"
"jaalmeida","True"
"ebfreitas","True"
"ddmiranda","True"
"eferreira","True"
"fnunes","True"
"jgreis","True"
"maufernandes","True"
"jlutke","True"
"rbarros","True"
"ltsilva","True"
"jdavanso","True"
"gfernandes","True"
"con-lribeiro","True"
"rbaeta","True"
"taoliveira","True"
"lrufino","True"
"raqsilva","True"
"sustentabilidade","True"
"99FE705C-CA10-4D19-B","True"
"wiseit01","True"
"wiseit02","True"
"wiseit03","True"
"wiseit04","True"
"wiseit05","True"
"wiseit06","True"
"con-luan.goncalves","True"
"con-malvarenga","True"
"lpadovani","False"
"afazolo","False"
"ricardo.batista","False"
"con-mpilatti","False"
"cschagas","False"
"gandrade","False"
"con-naila.marciano","False"
"con-dmcunha","False"
"lassis","False"
"jqandrade","False"
"con-jgsilva","False"
"sdutra","False"
"mjsilva","False"
"SLopes","False"
"lromagnoli","False"
"agguedes","False"
"AHSilva","True"
"ffalmeida","False"
"dcolonese","False"
"con-marcelo.lima","True"
"con-leticia.moura","True"
"fsantoro","False"
"_sags","False"
"giovannia.alcantara","True"
"con-sidney.ricci","True"
"con-kasilva","False"
"nmarques","False"
"vbsilva","False"
"tsantarem","False"
"sguimaraes","False"
"vcaldas","False"
"fpenedo","False"
"rmacacari","False"
"con-marcio.silva","True"
"pmarins","False"
"con-dcorrea","False"
"con-alsantos","False"
"con-rmagalhaes","False"
"con-vgeraldo","False"
"con-rafael.rocha","True"
"con-leticia.lemes","True"
"con-josisantos","False"
"dsmonteiro","False"
"con-athormann","True"
"tborba","False"
"guilherme.santos","False"
"essilva","False"
"ncampos","False"
"con-g.monteverde","False"
"lassilva","False"
"vmbatista","False"
"smelo","False"
"jjmoraes","False"
"con-dmenezes","False"
"con-debora.santos","True"
"fventura","False"
"con-vsobreira","False"
"con-irolemberg","False"
"con-alpereira","False"
"tbarreto","False"
"lferreira","False"
"con-cmelo","True"
"gbbrito","False"
"con-kauana.carneiro","True"
"con-ana.pereira","True"
"vsouza","False"
"vajunior","False"
"csoares","False"
"con-andre.cruz","False"
"hbarros","False"
"con-andre.santos","True"
"con-nsarmento","False"
"lpoliveira","False"
"con-nlapa","True"
"con-avoliveira","False"
"_vcb","False"
"dmlima","False"
"con-rbarbosa","False"
"con-isabel.scheffer","False"
"RLima","False"
"con-jrocha","True"
"aarsilva","False"
"con-ccandido","False"
"hlopes","False"
"anbarbosa","False"
"con-sduarte","False"
"con-juliana.trzaskos","False"
"con-kabarbosa","True"
"gabriel.r.silva","False"
"con-crrodrigues","False"
"_virtadmin","False"
"ronpereira","False"
"con-rmoacyr","False"
"con-maria.pinezio","True"
"con-fnovaes","False"
"abet","False"
"con-s.monasterski","True"
"con-gcastilhos","False"
"SuporteTI","False"
"rocardoso","False"
"MiMarques","False"
"con-msilva","True"
"danielle.pontes","False"
"con-cfabri","False"
"gromao","False"
"con-lscoelho","False"
"con-caio.silva","True"
"con-spessatto","False"
"mkassouf","False"
"wvcarvalho","False"
"con-sandra.santos","False"
"con-kleison.viana","False"
"con-ioliveira","False"
"lais.viana","False"
"con-wresende","False"
"con-cmathyas","False"
"daniele.dominguez","False"
"con-lucas.dias","True"
"con-marilena.ferreir","True"
"con-ayrton.amaral","False"
"con-sandra.schubert","True"
"con-acarvalho","True"
"epmedeiros","False"
"con-carruda","False"
"con-glsilva","False"
"con-lucas.silva","True"
"tmesquita","False"
"_password","False"
"choliveira","False"
"ramoreira","False"
"flferreira","False"
"con-guilherme.alves","True"
"soaraujo","False"
"con-ealves","False"
"con-DSILVA39","True"
"lvalle","False"
"paulo.guerra","False"
"con-gpaula","False"
"con-amsantos","False"
"lctavares","False"
"racorrea","False"
"con-lmarques","False"
"con-lmatos","False"
"con-tsantiago","False"
"con-jbsouza","False"
"con-matias.rodrigues","True"
"con-MASANTO","False"
"mchaves","False"
"con-pbensaaada","False"
"rdomeciano","False"
"con-jdefanti","False"
"diego.soares","True"
"con-JMART147","False"
"con-diego.cruz","True"
"ccanuto","False"
"emaria","False"
"con-arlei.cunha","True"
"con-eblima","True"
"flsoares","False"
"mlsousa","False"
"con-daniela.souza","False"
"KCardoso","False"
"con-jpauluze","False"
"con-lromualdo","False"
"jcarvalho","False"
"con-natalia.silva","False"
"con-jrnascimento","False"
"mfortunato","False"
"con-anovaes","False"
"con-jcribeiro","False"
"con-felipe.silva","True"
"agcarvalho","True"
"con-layslaschaiene","False"
"con-monique.rodrigue","False"
"con-rbpacheco","False"
"arezende","False"
